gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
ENSG00000251661	RP11_326C3_11	11	218640	425631	18	10	MS_imsgc2019	BIN_onek1k_ENSG00000251661	-0.711222	-1	-0.32859	0.505837	0.10797	1	0.00291618
ENSG00000251661	RP11_326C3_11	11	218640	425631	32	20	PD_nalls2019	CD4ET_onek1k_ENSG00000251661	0.12551	-0.04838	0.30156	0.0157528	0	0.09094	0.165287
ENSG00000251661	RP11_326C3_11	11	218640	425631	33	21	PD_nalls2019	CD4NC_onek1k_ENSG00000251661	0.183358	0.03442	0.3349	0.03362	0.00131	0.11216	0.0175922
ENSG00000251661	RP11_326C3_11	11	218640	425631	30	21	MS_imsgc2019	CD4NC_onek1k_ENSG00000251661	-0.863606	-1	-0.6299	0.745816	0.39677	1	1.78774e-06
ENSG00000251661	RP11_326C3_11	11	218640	425631	86	43	PD_nalls2019	CD8ET_onek1k_ENSG00000251661	0.0170925	-0.10318	0.1387	0.000292153	0	0.02107	0.777619
ENSG00000251661	RP11_326C3_11	11	218640	425631	48	26	PD_nalls2019	CD8NC_onek1k_ENSG00000251661	-0.0315674	-0.21143	0.15389	0.000996501	0	0.0481	0.733511
ENSG00000251661	RP11_326C3_11	11	218640	425631	48	26	MS_imsgc2019	CD8NC_onek1k_ENSG00000251661	-0.82888	-1	-0.58303	0.687042	0.33992	1	1.03679e-06
ENSG00000142089	IFITM3	11	219669	427537	9	5	PD_nalls2019	BMem_onek1k_ENSG00000142089	0.220061	-0.25282	0.67286	0.048427	0	0.45372	0.33453
ENSG00000142089	IFITM3	11	219669	427537	13	8	PD_nalls2019	CD4ET_onek1k_ENSG00000142089	-0.00196979	-0.26613	0.26098	3.88009e-06	0	0.08807	0.987974
ENSG00000142089	IFITM3	11	219669	427537	13	8	MS_imsgc2019	CD4ET_onek1k_ENSG00000142089	-0.792017	-1	-0.54747	0.627291	0.29972	1	2.60902e-05
ENSG00000142089	IFITM3	11	219669	427537	49	14	MS_imsgc2019	CD8ET_onek1k_ENSG00000142089	-0.83129	-1	-0.60681	0.691044	0.36821	1	2.43365e-06
ENSG00000142089	IFITM3	11	219669	427537	4	3	MS_imsgc2019	CD8NC_onek1k_ENSG00000142089	-1	-1	-0.92644	1	0.85829	1	6.89432e-08
ENSG00000142089	IFITM3	11	219669	427537	36	19	PD_nalls2019	MonoC_onek1k_ENSG00000142089	-0.0577428	-0.28439	0.17408	0.00333423	0	0.08321	0.61726
ENSG00000142089	IFITM3	11	219669	427537	35	18	MS_imsgc2019	MonoC_onek1k_ENSG00000142089	-0.657834	-0.96926	-0.35627	0.432745	0.12693	0.93947	0.000360002
ENSG00000255328	RP11_326C3_12	11	227171	430122	13	8	MS_imsgc2019	CD4ET_onek1k_ENSG00000255328	-0.173069	-0.61135	0.27276	0.029953	0	0.37865	0.424603
ENSG00000255328	RP11_326C3_12	11	227171	430122	31	16	PD_nalls2019	CD4NC_onek1k_ENSG00000255328	-0.130769	-0.33628	0.07928	0.0171004	0	0.11308	0.222859
ENSG00000255328	RP11_326C3_12	11	227171	430122	31	16	MS_imsgc2019	CD4NC_onek1k_ENSG00000255328	-0.125838	-0.47795	0.21096	0.0158351	0	0.23182	0.466667
ENSG00000255328	RP11_326C3_12	11	227171	430122	32	20	PD_nalls2019	CD8NC_onek1k_ENSG00000255328	0.0438179	-0.11904	0.20549	0.00192001	0	0.04273	0.589355
ENSG00000255328	RP11_326C3_12	11	227171	430122	31	19	MS_imsgc2019	CD8NC_onek1k_ENSG00000255328	0.00347085	-0.34904	0.35628	1.20468e-05	0	0.16894	0.98359
ENSG00000270972	RP11_326C3_15	11	233192	433688	14	12	PD_nalls2019	CD4NC_onek1k_ENSG00000270972	0.0308788	-0.2032	0.26615	0.000953497	0	0.07608	0.794953
ENSG00000270972	RP11_326C3_15	11	233192	433688	13	11	MS_imsgc2019	CD4NC_onek1k_ENSG00000270972	0.148763	-0.20538	0.49035	0.0221305	0	0.24075	0.381667
ENSG00000177106	EPS8L2	11	594438	827727	49	15	PD_nalls2019	CD8ET_onek1k_ENSG00000177106	0.373966	-0.07127	0.83403	0.139851	0	0.6956	0.100151
ENSG00000177600	RPLP2	11	709647	912880	101	26	PD_nalls2019	BIN_onek1k_ENSG00000177600	-0.150174	-0.37913	0.07604	0.0225524	0	0.14374	0.188207
ENSG00000177600	RPLP2	11	709647	912880	94	27	PD_nalls2019	BMem_onek1k_ENSG00000177600	-0.105815	-0.33208	0.12709	0.0111967	0	0.11028	0.362117
ENSG00000177600	RPLP2	11	709647	912880	138	33	PD_nalls2019	CD4ET_onek1k_ENSG00000177600	-0.0840806	-0.30452	0.13393	0.00706954	0	0.09346	0.447641
ENSG00000177600	RPLP2	11	709647	912880	33	13	PD_nalls2019	CD8ET_onek1k_ENSG00000177600	-0.0145485	-0.33291	0.30745	0.000211659	0	0.13175	0.927957
ENSG00000177600	RPLP2	11	709647	912880	120	35	PD_nalls2019	CD8NC_onek1k_ENSG00000177600	-0.0982689	-0.29061	0.09169	0.00965677	0	0.08462	0.31226
ENSG00000110651	CD81	11	2297407	2518649	74	14	PD_nalls2019	BIN_onek1k_ENSG00000110651	-0.639092	-0.99431	-0.28413	0.408439	0.08098	0.98865	0.00264958
ENSG00000110619	CARS	11	2922152	3178843	97	32	PD_nalls2019	CD8NC_onek1k_ENSG00000110619	0.123208	-0.20039	0.46309	0.0151803	0	0.21638	0.443781
ENSG00000166387	PPFIBP2	11	7434529	7778358	318	59	PD_nalls2019	CD4NC_onek1k_ENSG00000166387	0.0426252	-0.11183	0.19279	0.00181691	0	0.03775	0.58288
ENSG00000166387	PPFIBP2	11	7434529	7778358	179	40	PD_nalls2019	CD8NC_onek1k_ENSG00000166387	0.162604	-0.05305	0.37568	0.02644	0	0.14113	0.135964
ENSG00000166441	RPL27A	11	8603958	8836306	142	19	PD_nalls2019	BIN_onek1k_ENSG00000166441	-0.359645	-0.57921	-0.13632	0.129345	0.01862	0.33549	0.0032095
ENSG00000166441	RPL27A	11	8603958	8836306	136	20	PD_nalls2019	CD4NC_onek1k_ENSG00000166441	-0.144009	-0.55157	0.25488	0.0207386	0	0.30998	0.466965
ENSG00000166452	AKIP1	11	8832686	9041631	76	15	PD_nalls2019	CD4NC_onek1k_ENSG00000166452	0.111877	-0.14632	0.36876	0.0125165	0	0.136	0.390984
ENSG00000254397	CTD_2371O3_2	11	9351903	9555033	167	26	PD_nalls2019	BIN_onek1k_ENSG00000254397	0.0386875	-0.15883	0.22845	0.00149672	0	0.05475	0.692838
ENSG00000254397	CTD_2371O3_2	11	9351903	9555033	165	26	PD_nalls2019	BMem_onek1k_ENSG00000254397	0.0791882	-0.14886	0.31157	0.00627077	0	0.09759	0.494027
ENSG00000254397	CTD_2371O3_2	11	9351903	9555033	128	20	PD_nalls2019	CD4ET_onek1k_ENSG00000254397	0.118326	-0.14354	0.3752	0.014001	0	0.14086	0.371204
ENSG00000254397	CTD_2371O3_2	11	9351903	9555033	273	41	PD_nalls2019	CD4NC_onek1k_ENSG00000254397	0.161302	0.04636	0.27746	0.0260184	0.00218	0.07699	0.00695806
ENSG00000254397	CTD_2371O3_2	11	9351903	9555033	194	34	PD_nalls2019	CD8ET_onek1k_ENSG00000254397	-0.00661108	-0.14797	0.13768	4.37064e-05	0	0.02751	0.927322
ENSG00000254397	CTD_2371O3_2	11	9351903	9555033	193	33	PD_nalls2019	CD8NC_onek1k_ENSG00000254397	0.000914844	-0.15715	0.15552	8.36939e-07	0	0.03175	0.990887
ENSG00000197601	FAR1	11	13590217	13853893	50	6	PD_nalls2019	CD4ET_onek1k_ENSG00000197601	-0.0927508	-0.40602	0.2253	0.00860271	0	0.16702	0.562594
ENSG00000197601	FAR1	11	13590217	13853893	170	8	PD_nalls2019	CD8NC_onek1k_ENSG00000197601	0.109064	-0.17894	0.40153	0.011895	0	0.16126	0.456349
ENSG00000198168	SVIP	11	22735345	22951845	356	34	PD_nalls2019	BIN_onek1k_ENSG00000198168	-0.116984	-0.44505	0.2047	0.0136854	0	0.19843	0.465253
ENSG00000198168	SVIP	11	22735345	22951845	356	34	PD_nalls2019	CD8NC_onek1k_ENSG00000198168	-0.00874274	-0.35481	0.33921	7.64354e-05	0	0.16125	0.958359
ENSG00000152219	ARL14EP	11	30244598	30459774	244	15	SCZ_pardinas2018	BMem_onek1k_ENSG00000152219	0.398421	-0.04682	0.83567	0.158739	0	0.69834	0.0803791
ENSG00000152219	ARL14EP	11	30244598	30459774	238	13	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000152219	0.332771	-0.11258	0.78278	0.110737	0	0.61275	0.136859
ENSG00000152219	ARL14EP	11	30244598	30459774	133	10	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000152219	0.563573	0.16662	0.96594	0.317614	0.02896	0.93304	0.0136154
ENSG00000049449	RCN1	11	31733939	32227301	497	70	PD_nalls2019	CD8ET_onek1k_ENSG00000049449	-0.130122	-0.31228	0.05594	0.0169317	0	0.09752	0.171934
ENSG00000254427	RP11_430H10_1	11	45276922	45487672	46	16	PD_nalls2019	CD4NC_onek1k_ENSG00000254427	0.0521572	-0.204	0.30596	0.00272038	0	0.09737	0.682236
ENSG00000254427	RP11_430H10_1	11	45276922	45487672	25	10	PD_nalls2019	CD8NC_onek1k_ENSG00000254427	-0.0387608	-0.40339	0.31707	0.0015024	0	0.18002	0.826837
ENSG00000109920	FNBP4	11	47638072	47888995	172	6	AD_schwartzentruber2021	BMem_onek1k_ENSG00000109920	-0.924489	-1	-0.66098	0.85468	0.4369	1	0.000332445
ENSG00000109920	FNBP4	11	47638072	47888995	180	7	AD_schwartzentruber2021	CD8ET_onek1k_ENSG00000109920	-0.75262	-1	-0.38352	0.566437	0.14709	1	0.00218272
ENSG00000109920	FNBP4	11	47638072	47888995	143	6	AD_schwartzentruber2021	CD8NC_onek1k_ENSG00000109920	-0.760427	-1	-0.39614	0.578249	0.15693	1	0.00202862
ENSG00000134825	TMEM258	11	61435973	61660274	34	8	CD_delange2017	CD4ET_onek1k_ENSG00000134825	1	0.81658	1	1	0.66681	1	8.84741e-06
ENSG00000134825	TMEM258	11	61435973	61660274	34	8	PD_nalls2019	CD4ET_onek1k_ENSG00000134825	0.320837	-0.10414	0.73599	0.102937	0	0.54168	0.13612
ENSG00000134825	TMEM258	11	61435973	61660274	114	27	PD_nalls2019	CD4NC_onek1k_ENSG00000134825	0.187294	-0.06445	0.43805	0.0350791	0	0.19188	0.14271
ENSG00000134825	TMEM258	11	61435973	61660274	92	19	PD_nalls2019	CD8NC_onek1k_ENSG00000134825	0.134968	-0.29784	0.58316	0.0182163	0	0.34399	0.528179
ENSG00000134824	FADS2	11	61460452	61734826	9	6	CD_delange2017	CD4NC_onek1k_ENSG00000134824	1	0.88083	1	1	0.77586	1	7.14079e-08
ENSG00000134824	FADS2	11	61460452	61734826	45	19	PD_nalls2019	CD8ET_onek1k_ENSG00000134824	0.293521	-0.00851	0.59855	0.0861545	0	0.35826	0.0616725
ENSG00000236935	AP003774_1	11	63992522	64196976	21	7	PD_nalls2019	CD8ET_onek1k_ENSG00000236935	-0.047412	-0.45137	0.35075	0.0022479	0	0.2238	0.808991
ENSG00000172922	RNASEH2C	11	65382367	65588418	70	9	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000172922	-0.995873	-1	-0.77111	0.991764	0.59462	1	0.000106103
ENSG00000174080	CTSF	11	66230934	66436312	50	9	PD_nalls2019	CD8NC_onek1k_ENSG00000174080	-0.174997	-0.62519	0.26447	0.0306241	0	0.39308	0.423009
ENSG00000251637	RP11_119D9_1	11	67553948	67773821	93	9	PD_nalls2019	CD4NC_onek1k_ENSG00000251637	-0.064616	-0.34099	0.22029	0.00417523	0	0.12137	0.646199
ENSG00000254682	RP11_660L16_2	11	71059720	71263203	168	10	PD_nalls2019	CD4ET_onek1k_ENSG00000254682	0.375331	0.0728	0.67521	0.140873	0.00629	0.45591	0.0214179
ENSG00000254682	RP11_660L16_2	11	71059720	71263203	233	13	PD_nalls2019	CD4NC_onek1k_ENSG00000254682	0.178451	-0.08954	0.44759	0.0318447	0	0.20033	0.200238
ENSG00000254682	RP11_660L16_2	11	71059720	71263203	228	12	PD_nalls2019	CD8ET_onek1k_ENSG00000254682	0.276097	0.00273	0.5388	0.0762296	0.00112	0.29031	0.0503509
ENSG00000255135	RP11_111M22_3	11	76052382	76255700	8	3	CD_delange2017	CD4NC_onek1k_ENSG00000255135	-0.507179	-0.94663	-0.02189	0.257231	0.00478	0.89611	0.0500058
ENSG00000149577	SIDT2	11	116949449	117168160	92	12	PD_nalls2019	BIN_onek1k_ENSG00000149577	-0.362294	-0.73231	0.02133	0.131257	0	0.53628	0.0666676
ENSG00000160654	CD3G	11	118115059	118325876	3	3	MS_imsgc2019	CD4ET_onek1k_ENSG00000160654	-0.529826	-0.98671	-0.00633	0.280715	0.00511	0.9736	0.0530508
ENSG00000110367	DDX6	11	118520034	118761858	113	12	MS_imsgc2019	CD8ET_onek1k_ENSG00000110367	0.615915	0.21836	1	0.379351	0.04791	1	0.00830567
ENSG00000256269	HMBS	11	118855576	119064259	69	12	PD_nalls2019	CD4NC_onek1k_ENSG00000256269	0.21537	-0.10361	0.51493	0.0463842	0	0.26515	0.169699
ENSG00000171840	NINJ2	12	573462	872945	27	11	PD_nalls2019	CD4ET_onek1k_ENSG00000171840	0.0803983	-0.27624	0.42671	0.00646388	0	0.18789	0.64228
ENSG00000171840	NINJ2	12	573462	872945	41	15	PD_nalls2019	CD4NC_onek1k_ENSG00000171840	-0.0299008	-0.2374	0.18086	0.00089406	0	0.06141	0.776025
ENSG00000171840	NINJ2	12	573462	872945	28	12	PD_nalls2019	CD8NC_onek1k_ENSG00000171840	-0.164789	-0.57207	0.23111	0.0271555	0	0.32756	0.403256
ENSG00000256862	RP11_664D1_1	12	3880900	4119504	158	72	PD_nalls2019	CD4ET_onek1k_ENSG00000256862	-0.15717	-0.42524	0.09453	0.0247024	0	0.18083	0.221168
ENSG00000256862	RP11_664D1_1	12	3880900	4119504	34	15	PD_nalls2019	CD4NC_onek1k_ENSG00000256862	0.210629	-0.02302	0.42931	0.0443646	0	0.1843	0.0742004
ENSG00000256862	RP11_664D1_1	12	3880900	4119504	163	76	PD_nalls2019	CD8NC_onek1k_ENSG00000256862	-0.0356007	-0.17209	0.1038	0.00126741	0	0.03032	0.614558
ENSG00000139192	TAPBPL	12	6460856	6675683	189	18	PD_nalls2019	CD8ET_onek1k_ENSG00000139192	-0.10073	-0.34302	0.1389	0.0101465	0	0.11844	0.411505
ENSG00000111671	SPSB2	12	6880099	7098522	72	17	PD_nalls2019	CD8ET_onek1k_ENSG00000111671	0.190024	-0.09868	0.47433	0.0361091	0	0.22499	0.198835
ENSG00000173262	SLC2A14	12	7865108	8143744	86	16	PD_nalls2019	BIN_onek1k_ENSG00000173262	0.0740359	-0.12872	0.27488	0.00548131	0	0.07607	0.470256
ENSG00000173262	SLC2A14	12	7865108	8143744	77	16	PD_nalls2019	BMem_onek1k_ENSG00000173262	0.246456	-0.01001	0.50013	0.0607403	0	0.25013	0.0615252
ENSG00000173262	SLC2A14	12	7865108	8143744	87	19	PD_nalls2019	CD4ET_onek1k_ENSG00000173262	0.0242391	-0.13691	0.18327	0.000587533	0	0.03641	0.767617
ENSG00000173262	SLC2A14	12	7865108	8143744	92	20	PD_nalls2019	CD8ET_onek1k_ENSG00000173262	0.255312	0.12027	0.38884	0.0651843	0.01447	0.15119	0.000304443
ENSG00000173262	SLC2A14	12	7865108	8143744	142	25	PD_nalls2019	CD8NC_onek1k_ENSG00000173262	-0.0196829	-0.17524	0.13621	0.000387418	0	0.03363	0.80124
ENSG00000003056	M6PR	12	8992959	9202551	17	5	CD_delange2017	CD8ET_onek1k_ENSG00000003056	-0.594488	-0.99876	-0.14608	0.353416	0.02299	0.99752	0.0197624
ENSG00000069493	CLEC2D	12	9717565	9948413	180	18	MS_imsgc2019	BIN_onek1k_ENSG00000069493	0.922926	0.69199	1	0.851792	0.47885	1	4.81896e-06
ENSG00000069493	CLEC2D	12	9717565	9948413	131	15	MS_imsgc2019	CD4ET_onek1k_ENSG00000069493	0.480969	0.07775	0.894	0.231331	0.00811	0.79923	0.0274415
ENSG00000069493	CLEC2D	12	9717565	9948413	68	18	MS_imsgc2019	CD8ET_onek1k_ENSG00000069493	0.387173	0.07427	0.70942	0.149903	0.00683	0.50327	0.020732
ENSG00000184293	CLECL1	12	9768456	9985895	69	7	MS_imsgc2019	BMem_onek1k_ENSG00000184293	-0.819834	-1	-0.51729	0.672128	0.26759	1	0.000378377
ENSG00000184293	CLECL1	12	9768456	9985895	331	20	MS_imsgc2019	CD8ET_onek1k_ENSG00000184293	-0.714937	-1	-0.44255	0.511135	0.19585	1	0.000106479
ENSG00000184293	CLECL1	12	9768456	9985895	87	9	MS_imsgc2019	CD8NC_onek1k_ENSG00000184293	-1	-1	-0.78031	1	0.60889	1	2.20735e-05
ENSG00000205809	KLRC2	12	10479453	10694899	27	5	PD_nalls2019	CD8ET_onek1k_ENSG00000205809	0.0525869	-0.20808	0.31308	0.00276538	0	0.10163	0.689689
ENSG00000060138	YBX3	12	10751683	10975911	353	68	PD_nalls2019	CD4ET_onek1k_ENSG00000060138	-0.0545803	-0.26213	0.15802	0.00297901	0	0.07006	0.602847
ENSG00000060138	YBX3	12	10751683	10975911	314	65	PD_nalls2019	CD8ET_onek1k_ENSG00000060138	0.040885	-0.15121	0.23691	0.00167158	0	0.05844	0.677756
ENSG00000060138	YBX3	12	10751683	10975911	315	65	PD_nalls2019	CD8NC_onek1k_ENSG00000060138	0.115029	-0.09536	0.33365	0.0132317	0	0.11132	0.290279
ENSG00000111215	PRR4	12	10877559	11424212	64	10	PD_nalls2019	CD8NC_onek1k_ENSG00000111215	0.311556	-0.11468	0.7292	0.097067	0	0.53173	0.147574
ENSG00000247498	RP11_392P7_6	12	12980660	13237579	324	78	PD_nalls2019	CD4NC_onek1k_ENSG00000247498	-0.289484	-0.50082	-0.07793	0.0838009	0.00626	0.25083	0.00740673
ENSG00000256377	RP11_1060J15_4	12	27749321	27963703	76	23	PD_nalls2019	CD4NC_onek1k_ENSG00000256377	0.139568	-0.0558	0.33744	0.0194791	0	0.11387	0.148109
ENSG00000013573	DDX11	12	31126779	31357725	109	18	PD_nalls2019	BIN_onek1k_ENSG00000013573	0.025744	-0.23711	0.28694	0.000662753	0	0.0954	0.844921
ENSG00000013573	DDX11	12	31126779	31357725	98	13	PD_nalls2019	BMem_onek1k_ENSG00000013573	0.076658	-0.19132	0.34233	0.00587645	0	0.11805	0.565976
ENSG00000013573	DDX11	12	31126779	31357725	135	22	PD_nalls2019	CD4ET_onek1k_ENSG00000013573	-0.187398	-0.39515	0.02247	0.0351182	0	0.15615	0.0821227
ENSG00000013573	DDX11	12	31126779	31357725	210	30	PD_nalls2019	CD8ET_onek1k_ENSG00000013573	-0.00584417	-0.17999	0.16124	3.41544e-05	0	0.03753	0.94612
ENSG00000013573	DDX11	12	31126779	31357725	231	35	PD_nalls2019	CD8NC_onek1k_ENSG00000013573	0.0247702	-0.13994	0.18929	0.000613563	0	0.03844	0.765937
ENSG00000255760	RP11_428G5_5	12	31930013	32140137	179	21	PD_nalls2019	BIN_onek1k_ENSG00000255760	0.318795	0.02921	0.6092	0.10163	0.00209	0.37112	0.0379854
ENSG00000255760	RP11_428G5_5	12	31930013	32140137	103	14	PD_nalls2019	BMem_onek1k_ENSG00000255760	0.582225	0.23151	0.91562	0.338986	0.0536	0.83837	0.00344461
ENSG00000257925	RP11_493L12_3	12	47531517	47772804	70	8	PD_nalls2019	CD4NC_onek1k_ENSG00000257925	0.260721	-0.05491	0.57787	0.0679752	0	0.33393	0.107352
ENSG00000258181	RP11_493L12_4	12	47541907	47751322	77	21	PD_nalls2019	CD4NC_onek1k_ENSG00000258181	0.0607826	-0.29014	0.4072	0.00369453	0	0.17556	0.725497
ENSG00000134285	FKBP11	12	49215301	49420257	150	16	PD_nalls2019	CD4NC_onek1k_ENSG00000134285	0.0985681	-0.16649	0.36336	0.00971568	0	0.13272	0.462717
ENSG00000167768	KRT1	12	52968520	53174191	169	19	PD_nalls2019	CD4ET_onek1k_ENSG00000167768	-0.213103	-0.54291	0.11465	0.0454129	0	0.29475	0.200596
ENSG00000167768	KRT1	12	52968520	53174191	241	35	PD_nalls2019	CD4NC_onek1k_ENSG00000167768	-0.1116	-0.32347	0.09162	0.0124545	0	0.10463	0.287925
ENSG00000167768	KRT1	12	52968520	53174191	216	25	PD_nalls2019	CD8NC_onek1k_ENSG00000167768	-0.054725	-0.32806	0.22218	0.00299483	0	0.1123	0.688472
ENSG00000123427	METTL21B	12	58065275	58276324	84	7	MS_imsgc2019	CD4ET_onek1k_ENSG00000123427	-0.965452	-1	-0.7368	0.932097	0.54288	1	0.000120449
ENSG00000123427	METTL21B	12	58065275	58276324	124	9	MS_imsgc2019	CD8NC_onek1k_ENSG00000123427	-0.968304	-1	-0.74861	0.937613	0.56042	1	3.33955e-05
ENSG00000166896	XRCC6BP1	12	58235324	58451052	204	12	PD_nalls2019	BMem_onek1k_ENSG00000166896	0.563788	0.20841	0.91871	0.317857	0.04344	0.84403	0.00649356
ENSG00000166896	XRCC6BP1	12	58235324	58451052	222	12	PD_nalls2019	CD4ET_onek1k_ENSG00000166896	0.292383	-0.09539	0.67605	0.0854877	0	0.45704	0.138598
ENSG00000166896	XRCC6BP1	12	58235324	58451052	262	17	PD_nalls2019	CD4NC_onek1k_ENSG00000166896	0.318772	0.09543	0.53249	0.101615	0.00912	0.28354	0.00627781
ENSG00000166896	XRCC6BP1	12	58235324	58451052	257	14	PD_nalls2019	CD8ET_onek1k_ENSG00000166896	0.0779224	-0.30203	0.45512	0.00607189	0	0.2166	0.678977
ENSG00000166896	XRCC6BP1	12	58235324	58451052	213	11	PD_nalls2019	CD8NC_onek1k_ENSG00000166896	0.226523	-0.16688	0.6017	0.0513127	0	0.36208	0.240858
ENSG00000255733	IFNG_AS1	12	68283225	68728466	51	10	UC_delange2017	CD4ET_onek1k_ENSG00000255733	0.443606	-0.01382	0.89576	0.196786	0	0.80238	0.0637608
ENSG00000255733	IFNG_AS1	12	68283225	68728466	78	15	PD_nalls2019	CD8ET_onek1k_ENSG00000255733	0.365675	-0.0939	0.84641	0.133718	0	0.7164	0.122798
ENSG00000255733	IFNG_AS1	12	68283225	68728466	78	15	UC_delange2017	CD8ET_onek1k_ENSG00000255733	0.318641	-0.18787	0.82375	0.101532	0	0.67873	0.203598
ENSG00000251301	RP11_81H14_2	12	68626668	68945443	113	24	PD_nalls2019	CD8ET_onek1k_ENSG00000251301	-0.0198858	-0.25974	0.21194	0.000395446	0	0.07704	0.864929
ENSG00000127337	YEATS4	12	69653483	69884576	376	42	PD_nalls2019	CD4NC_onek1k_ENSG00000127337	-0.00938191	-0.1949	0.1737	8.80202e-05	0	0.04497	0.919907
ENSG00000127337	YEATS4	12	69653483	69884576	376	42	PD_nalls2019	CD8ET_onek1k_ENSG00000127337	-0.0288267	-0.24606	0.19056	0.000830978	0	0.06797	0.792281
ENSG00000187109	NAP1L1	12	76338670	76578813	16	5	PD_nalls2019	BIN_onek1k_ENSG00000187109	0.233465	-0.05334	0.51701	0.0545059	0	0.2673	0.106903
ENSG00000187109	NAP1L1	12	76338670	76578813	15	4	PD_nalls2019	BMem_onek1k_ENSG00000187109	-0.252571	-0.58087	0.0807	0.0637919	0	0.33741	0.141735
ENSG00000187109	NAP1L1	12	76338670	76578813	18	6	PD_nalls2019	CD4ET_onek1k_ENSG00000187109	-0.139369	-0.39644	0.1212	0.0194238	0	0.15717	0.28786
ENSG00000187109	NAP1L1	12	76338670	76578813	30	7	PD_nalls2019	CD8ET_onek1k_ENSG00000187109	-0.0664953	-0.40505	0.27203	0.00442163	0	0.17018	0.696442
ENSG00000187109	NAP1L1	12	76338670	76578813	33	9	PD_nalls2019	CD8NC_onek1k_ENSG00000187109	0.039201	-0.19065	0.26622	0.00153672	0	0.07567	0.734753
ENSG00000205057	CLLU1OS	12	92713870	92921924	82	12	SCZ_pardinas2018	BIN_onek1k_ENSG00000205057	0.625022	0.2914	0.96364	0.390652	0.08491	0.92861	0.00188548
ENSG00000166130	IKBIP	12	98907183	99138891	37	8	PD_nalls2019	CD4NC_onek1k_ENSG00000166130	0.172595	-0.22883	0.56105	0.0297891	0	0.31834	0.368564
ENSG00000111666	CHPT1	12	101990725	102237918	207	25	PD_nalls2019	CD4ET_onek1k_ENSG00000111666	-0.24018	-0.49575	0.01487	0.0576862	0	0.24576	0.0668114
ENSG00000111666	CHPT1	12	101990725	102237918	153	21	PD_nalls2019	CD8ET_onek1k_ENSG00000111666	-0.23422	-0.54939	0.08159	0.054859	0	0.30192	0.151752
ENSG00000111666	CHPT1	12	101990725	102237918	235	23	PD_nalls2019	CD8NC_onek1k_ENSG00000111666	-0.220294	-0.53123	0.09163	0.0485296	0	0.2822	0.159983
ENSG00000111229	ARPC3	12	110772630	110988227	13	2	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000111229	0.603362	0.12503	1	0.364046	0.01805	1	0.0254372
ENSG00000110871	COQ5	12	120841077	121072237	103	8	PD_nalls2019	CD8ET_onek1k_ENSG00000110871	-0.266037	-0.5966	0.07843	0.0707756	0	0.35593	0.124227
ENSG00000051825	MPHOSPH9	12	123536867	123828561	142	6	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000051825	1	0.78695	1	1	0.61929	1	0.000238946
ENSG00000051825	MPHOSPH9	12	123536867	123828561	141	6	MS_imsgc2019	CD8ET_onek1k_ENSG00000051825	0.9281	0.59952	1	0.861369	0.35942	1	0.00166247
ENSG00000051825	MPHOSPH9	12	123536867	123828561	207	12	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000051825	0.726323	0.4045	1	0.527545	0.16362	1	0.000478093
ENSG00000256092	hsa_mir_8072	12	123748415	123950660	47	18	PD_nalls2019	CD4NC_onek1k_ENSG00000256092	-0.354213	-0.64834	-0.05399	0.125467	0.00408	0.42034	0.0268415
ENSG00000256092	hsa_mir_8072	12	123748415	123950660	45	16	SCZ_pardinas2018	CD4NC_onek1k_ENSG00000256092	-0.360192	-0.7344	0.01635	0.129738	0	0.53935	0.0596706
ENSG00000256092	hsa_mir_8072	12	123748415	123950660	43	16	MS_imsgc2019	CD4NC_onek1k_ENSG00000256092	-0.168785	-0.49305	0.16578	0.0284885	0	0.24319	0.30649
ENSG00000256092	hsa_mir_8072	12	123748415	123950660	184	19	PD_nalls2019	CD8NC_onek1k_ENSG00000256092	-0.29177	-0.65189	0.05943	0.0851298	0	0.42496	0.110069
ENSG00000256092	hsa_mir_8072	12	123748415	123950660	182	18	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000256092	-0.576652	-1	-0.17097	0.332528	0.02951	1	0.0125688
ENSG00000256092	hsa_mir_8072	12	123748415	123950660	173	17	MS_imsgc2019	CD8NC_onek1k_ENSG00000256092	-0.426924	-0.80623	-0.05268	0.182264	0.00563	0.65001	0.0321356
ENSG00000150977	RILPL2	12	123799936	124021264	21	9	PD_nalls2019	CD4ET_onek1k_ENSG00000150977	-0.496094	-0.84428	-0.13645	0.246109	0.01928	0.7128	0.0103791
ENSG00000150977	RILPL2	12	123799936	124021264	21	9	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000150977	-0.194111	-0.66009	0.2896	0.0376791	0	0.43777	0.400076
ENSG00000150977	RILPL2	12	123799936	124021264	21	9	MS_imsgc2019	CD4ET_onek1k_ENSG00000150977	-0.300377	-0.74118	0.15137	0.0902263	0	0.54935	0.17736
