ld_block	gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen	h2.obs	p	qtl_dataset
1723	ENSG00000110367	DDX6	11	118520034	118761858	111	12	CD8ET_onek1k_ENSG00000110367	0.034454	6.57231e-06	CD8ET
1723	ENSG00000110367	DDX6	11	118520034	118761858	108	11	CD8ET_onek1k_ENSG00000110367	0.0350715	3.53788e-06	CD8ET
1723	ENSG00000110367	DDX6	11	118520034	118761858	113	12	SCZ_pardinas2018	0.000112769	0.0202623	CD8ET
1723	ENSG00000110367	DDX6	11	118520034	118761858	111	12	UC_delange2017	6.84893e-05	0.229249	CD8ET
1723	ENSG00000110367	DDX6	11	118520034	118761858	113	12	MS_imsgc2019	0.00133879	8.65146e-10	CD8ET
1723	ENSG00000110367	DDX6	11	118520034	118761858	103	11	CD8ET_onek1k_ENSG00000110367	0.0348735	3.83716e-06	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	128	14	BIN_onek1k_ENSG00000118181	0.0849038	4.13564e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	120	13	CD_delange2017	0.000274724	0.0306053	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	120	13	BIN_onek1k_ENSG00000118181	0.0860935	1.25655e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	123	14	LBD_chia2021	1.51611e-06	0.442774	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	123	14	BIN_onek1k_ENSG00000118181	0.0848991	4.14474e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	126	13	PD_nalls2019	5.66688e-05	0.000142033	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	126	13	BIN_onek1k_ENSG00000118181	0.0854584	1.69923e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	127	14	SCZ_pardinas2018	0.000229571	0.00048546	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	127	14	BIN_onek1k_ENSG00000118181	0.0849018	4.13957e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	120	13	UC_delange2017	0.000261046	0.0199382	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	129	14	BIN_onek1k_ENSG00000118181	0.0849511	4.0449e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	125	13	MS_imsgc2019	0.000537531	0.000944592	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	125	13	BIN_onek1k_ENSG00000118181	0.085458	1.69958e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	121	13	BIN_onek1k_ENSG00000118181	0.085664	1.54112e-15	BIN
1723	ENSG00000118181	RPS25	11	118786422	118989401	134	13	BMem_onek1k_ENSG00000118181	0.100991	9.34826e-19	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	126	13	CD_delange2017	0.000256166	0.0380736	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	126	13	BMem_onek1k_ENSG00000118181	0.107127	4.50357e-20	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	128	14	LBD_chia2021	1.01576e-05	0.437175	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	128	14	BMem_onek1k_ENSG00000118181	0.104292	3.75514e-19	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	132	13	PD_nalls2019	5.54168e-05	0.000169224	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	132	13	BMem_onek1k_ENSG00000118181	0.106192	7.1664e-20	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	133	14	SCZ_pardinas2018	0.000231748	0.000445571	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	133	14	BMem_onek1k_ENSG00000118181	0.104376	3.60314e-19	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	126	13	UC_delange2017	0.000265613	0.0188659	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	135	13	BMem_onek1k_ENSG00000118181	0.100715	1.07088e-18	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	131	13	MS_imsgc2019	0.000523018	0.0011506	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	131	13	BMem_onek1k_ENSG00000118181	0.10576	8.8806e-20	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	126	12	BMem_onek1k_ENSG00000118181	0.100606	5.42792e-19	BMem
1723	ENSG00000118181	RPS25	11	118786422	118989401	106	16	CD4ET_onek1k_ENSG00000118181	0.152171	4.39698e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	100	15	CD_delange2017	0.000346961	0.0171036	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	100	15	CD4ET_onek1k_ENSG00000118181	0.151786	2.35032e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	99	15	CD4ET_onek1k_ENSG00000118181	0.151786	2.35008e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	103	15	PD_nalls2019	4.13169e-05	0.00286065	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	103	15	CD4ET_onek1k_ENSG00000118181	0.152289	1.79901e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	105	16	SCZ_pardinas2018	0.000203944	0.00175424	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	105	16	CD4ET_onek1k_ENSG00000118181	0.152166	4.40783e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	100	15	UC_delange2017	0.000237767	0.0364528	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	107	16	CD4ET_onek1k_ENSG00000118181	0.152328	4.04649e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	101	15	MS_imsgc2019	0.00049995	0.00228437	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	101	15	CD4ET_onek1k_ENSG00000118181	0.151895	2.21812e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	94	14	CD4ET_onek1k_ENSG00000118181	0.148228	6.61664e-29	CD4ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	61	14	CD4NC_onek1k_ENSG00000118181	0.232425	1.09668e-49	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	59	14	CD_delange2017	0.000436698	0.00449409	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	59	14	CD4NC_onek1k_ENSG00000118181	0.232262	1.21054e-49	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	54	12	LBD_chia2021	0.000157141	0.369918	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	54	12	CD4NC_onek1k_ENSG00000118181	0.233107	7.28369e-51	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	59	14	PD_nalls2019	3.48747e-05	0.00620629	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	61	14	SCZ_pardinas2018	0.000185106	0.00239709	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	59	14	UC_delange2017	4.1128e-05	0.307356	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	59	14	MS_imsgc2019	0.000514014	0.00145431	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	54	14	CD4NC_onek1k_ENSG00000118181	0.234282	3.55423e-50	CD4NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	53	14	CD8ET_onek1k_ENSG00000118181	0.198612	5.15225e-41	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	49	13	CD_delange2017	0.000141368	0.130017	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	49	13	CD8ET_onek1k_ENSG00000118181	0.200264	7.01498e-42	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	48	14	LBD_chia2021	0	0.449028	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	48	14	CD8ET_onek1k_ENSG00000118181	0.200915	1.36592e-41	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	51	13	PD_nalls2019	4.4589e-05	0.0012289	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	51	13	CD8ET_onek1k_ENSG00000118181	0.200893	4.87111e-42	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	53	14	SCZ_pardinas2018	0.000231403	0.000445606	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	49	13	UC_delange2017	9.61742e-05	0.180342	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	54	14	CD8ET_onek1k_ENSG00000118181	0.198671	4.9809e-41	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	50	13	MS_imsgc2019	0.000373661	0.00755397	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	50	13	CD8ET_onek1k_ENSG00000118181	0.200692	5.47342e-42	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	44	12	CD8ET_onek1k_ENSG00000118181	0.197264	1.36281e-41	CD8ET
1723	ENSG00000118181	RPS25	11	118786422	118989401	100	15	CD8NC_onek1k_ENSG00000118181	0.187361	8.33876e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	94	15	CD_delange2017	0.00030269	0.0262672	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	94	15	CD8NC_onek1k_ENSG00000118181	0.187462	7.88149e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	93	15	LBD_chia2021	0.000399432	0.29201	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	93	15	CD8NC_onek1k_ENSG00000118181	0.187441	7.97512e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	97	15	PD_nalls2019	3.61173e-05	0.00562838	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	97	15	CD8NC_onek1k_ENSG00000118181	0.187945	6.00448e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	99	15	SCZ_pardinas2018	0.000179546	0.00345683	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	99	15	CD8NC_onek1k_ENSG00000118181	0.187365	8.32418e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	94	15	UC_delange2017	0.000106539	0.169733	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	101	15	CD8NC_onek1k_ENSG00000118181	0.187594	7.31532e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	95	15	MS_imsgc2019	0.000754056	5.84415e-05	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	95	15	CD8NC_onek1k_ENSG00000118181	0.187568	7.4229e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	88	14	CD8NC_onek1k_ENSG00000118181	0.187994	2.20834e-38	CD8NC
1723	ENSG00000118181	RPS25	11	118786422	118989401	41	6	MonoC_onek1k_ENSG00000118181	0.0395482	3.86725e-08	MonoC
1723	ENSG00000118181	RPS25	11	118786422	118989401	38	5	MonoC_onek1k_ENSG00000118181	0.0392691	2.15516e-08	MonoC
1723	ENSG00000118181	RPS25	11	118786422	118989401	39	5	MonoC_onek1k_ENSG00000118181	0.0387852	2.71263e-08	MonoC
1723	ENSG00000118181	RPS25	11	118786422	118989401	40	6	MonoC_onek1k_ENSG00000118181	0.039563	3.8407e-08	MonoC
1723	ENSG00000118181	RPS25	11	118786422	118989401	41	6	SCZ_pardinas2018	7.30333e-05	0.032089	MonoC
1723	ENSG00000118181	RPS25	11	118786422	118989401	38	5	UC_delange2017	5.23258e-05	0.179825	MonoC
1723	ENSG00000118181	RPS25	11	118786422	118989401	41	6	MS_imsgc2019	0.00022658	0.0176984	MonoC
1723	ENSG00000137731	FXYD2	11	117571559	117799413	7	5	CD8NC_onek1k_ENSG00000137731	0.0520607	4.47788e-11	CD8NC
1723	ENSG00000137731	FXYD2	11	117571559	117799413	7	5	CD_delange2017	8.69684e-05	0.128615	CD8NC
1723	ENSG00000137731	FXYD2	11	117571559	117799413	7	5	PD_nalls2019	4.64016e-05	0.00380133	CD8NC
1723	ENSG00000137731	FXYD2	11	117571559	117799413	7	5	SCZ_pardinas2018	4.34919e-05	0.0855838	CD8NC
1723	ENSG00000137731	FXYD2	11	117571559	117799413	7	5	UC_delange2017	7.01783e-05	0.148187	CD8NC
1723	ENSG00000137731	FXYD2	11	117571559	117799413	7	5	MS_imsgc2019	0.000106898	0.0924155	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	68	7	AD_schwartzentruber2021	3.22208e-06	0.286245	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	68	7	CD4ET_onek1k_ENSG00000160588	0.0417738	2.64388e-08	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	67	7	CD_delange2017	0.000130946	0.0919684	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	67	7	CD4ET_onek1k_ENSG00000160588	0.0417592	2.66166e-08	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	66	7	CD4ET_onek1k_ENSG00000160588	0.0417614	2.65891e-08	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	68	7	SCZ_pardinas2018	6.67181e-05	0.0505981	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	67	7	UC_delange2017	0.000197577	0.0226195	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	68	7	MS_imsgc2019	0.000235512	0.0193448	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	65	7	CD4ET_onek1k_ENSG00000160588	0.0417867	2.6282e-08	CD4ET
1723	ENSG00000160588	MPZL3	11	117997409	118223065	142	17	CD4NC_onek1k_ENSG00000160588	0.0992151	2.99828e-17	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	139	16	CD_delange2017	0.000500147	0.0027496	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	139	16	CD4NC_onek1k_ENSG00000160588	0.0993562	1.52585e-17	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	136	15	LBD_chia2021	3.70239e-05	0.435914	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	136	15	CD4NC_onek1k_ENSG00000160588	0.0953005	5.63558e-17	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	142	17	PD_nalls2019	3.42198e-05	0.00824836	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	142	17	SCZ_pardinas2018	8.48366e-05	0.0742082	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	139	16	UC_delange2017	0.000435468	0.00267309	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	142	17	MS_imsgc2019	0.000390953	0.0104362	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	132	17	FTD_ferrari2014	0.000507414	0.23879	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	132	17	CD4NC_onek1k_ENSG00000160588	0.0993879	2.76331e-17	CD4NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	88	8	CD8NC_onek1k_ENSG00000160588	0.0648266	1.02849e-12	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	86	8	CD_delange2017	0.000222161	0.0308664	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	86	8	CD8NC_onek1k_ENSG00000160588	0.0560425	6.6954e-11	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	86	9	CD8NC_onek1k_ENSG00000160588	0.0639591	3.17223e-12	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	88	8	PD_nalls2019	2.79285e-05	0.00564786	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	88	8	SCZ_pardinas2018	9.20783e-05	0.0238545	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	86	8	UC_delange2017	0.000282745	0.00676669	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	88	8	MS_imsgc2019	0.000268995	0.0142189	CD8NC
1723	ENSG00000160588	MPZL3	11	117997409	118223065	81	9	CD8NC_onek1k_ENSG00000160588	0.063844	3.34958e-12	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	90	10	CD4ET_onek1k_ENSG00000160593	0.0545936	4.57508e-10	CD4ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	87	10	CD4ET_onek1k_ENSG00000160593	0.0546787	4.40166e-10	CD4ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	86	9	CD4ET_onek1k_ENSG00000160593	0.0510805	1.26201e-09	CD4ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	90	10	SCZ_pardinas2018	4.1804e-05	0.156025	CD4ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	87	10	UC_delange2017	8.96063e-05	0.163901	CD4ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	90	10	MS_imsgc2019	0.000268128	0.0200879	CD4ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	89	10	CD4ET_onek1k_ENSG00000160593	0.0545577	4.65022e-10	CD4ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	107	15	CD4NC_onek1k_ENSG00000160593	0.194527	1.44607e-39	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	104	15	CD_delange2017	0.000205068	0.0536533	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	104	15	CD4NC_onek1k_ENSG00000160593	0.194613	1.37672e-39	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	102	13	CD4NC_onek1k_ENSG00000160593	0.193928	2.71416e-40	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	107	15	SCZ_pardinas2018	1.47838e-05	0.344378	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	104	15	UC_delange2017	5.66267e-06	0.407033	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	107	15	MS_imsgc2019	0.00031136	0.0227789	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	106	15	FTD_ferrari2014	0.000120407	0.350207	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	106	15	CD4NC_onek1k_ENSG00000160593	0.194627	1.36624e-39	CD4NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	77	9	CD8ET_onek1k_ENSG00000160593	0.0338131	2.61176e-06	CD8ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	74	9	CD8ET_onek1k_ENSG00000160593	0.0337791	2.64982e-06	CD8ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	73	8	CD8ET_onek1k_ENSG00000160593	0.0336757	1.73585e-06	CD8ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	77	9	SCZ_pardinas2018	5.58592e-05	0.0949714	CD8ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	74	9	UC_delange2017	3.22003e-05	0.311037	CD8ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	77	9	MS_imsgc2019	0.000279395	0.0146373	CD8ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	75	9	CD8ET_onek1k_ENSG00000160593	0.0338248	2.59878e-06	CD8ET
1723	ENSG00000160593	AMICA1	11	117964455	118195809	97	13	CD8NC_onek1k_ENSG00000160593	0.0565293	9.38187e-10	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	94	13	CD_delange2017	0.000134947	0.12848	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	94	13	CD8NC_onek1k_ENSG00000160593	0.0565632	9.24375e-10	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	92	11	CD8NC_onek1k_ENSG00000160593	0.0562244	3.83751e-10	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	97	13	PD_nalls2019	6.8437e-06	0.228566	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	97	13	SCZ_pardinas2018	2.41087e-05	0.2751	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	94	13	UC_delange2017	0.000260579	0.0206778	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	97	13	MS_imsgc2019	0.00031219	0.0178935	CD8NC
1723	ENSG00000160593	AMICA1	11	117964455	118195809	96	13	CD8NC_onek1k_ENSG00000160593	0.0565448	9.31824e-10	CD8NC
1723	ENSG00000160654	CD3G	11	118115059	118325876	3	3	CD4ET_onek1k_ENSG00000160654	0.0276816	1.10151e-06	CD4ET
1723	ENSG00000160654	CD3G	11	118115059	118325876	2	2	CD4ET_onek1k_ENSG00000160654	0.0249541	1.56283e-06	CD4ET
1723	ENSG00000160654	CD3G	11	118115059	118325876	3	3	UC_delange2017	3.83539e-05	0.193099	CD4ET
1723	ENSG00000160654	CD3G	11	118115059	118325876	3	3	MS_imsgc2019	0.000704819	5.31266e-07	CD4ET
1723	ENSG00000160654	CD3G	11	118115059	118325876	2	2	CD8NC_onek1k_ENSG00000160654	0.0228313	4.53146e-06	CD8NC
1723	ENSG00000160654	CD3G	11	118115059	118325876	2	2	MS_imsgc2019	0.000208393	0.00472054	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	97	10	CD8ET_onek1k_ENSG00000196655	0.0680192	9.14788e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	91	9	CD8ET_onek1k_ENSG00000196655	0.0689061	3.01625e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	95	10	LBD_chia2021	0.000239931	0.309129	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	95	10	CD8ET_onek1k_ENSG00000196655	0.0680418	9.05115e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	95	9	PD_nalls2019	5.6462e-05	2.28331e-05	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	95	9	CD8ET_onek1k_ENSG00000196655	0.068987	2.90174e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	96	10	SCZ_pardinas2018	0.000197667	0.000626643	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	96	10	CD8ET_onek1k_ENSG00000196655	0.06802	9.14449e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	91	9	UC_delange2017	0.000223212	0.0209082	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	97	10	CD8ET_onek1k_ENSG00000196655	0.068131	8.67847e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	95	9	MS_imsgc2019	0.000440078	0.00137564	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	95	9	CD8ET_onek1k_ENSG00000196655	0.0689902	2.89732e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	94	9	CD8ET_onek1k_ENSG00000196655	0.0691458	2.68946e-13	CD8ET
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	57	9	CD8NC_onek1k_ENSG00000196655	0.0496276	2.44503e-09	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	53	9	CD_delange2017	0.000144231	0.0946859	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	53	9	CD8NC_onek1k_ENSG00000196655	0.0508999	1.37036e-09	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	56	9	CD8NC_onek1k_ENSG00000196655	0.0482586	4.54641e-09	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	56	9	PD_nalls2019	1.78432e-05	0.0406705	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	56	9	CD8NC_onek1k_ENSG00000196655	0.0501495	1.92872e-09	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	57	9	SCZ_pardinas2018	0.000219409	0.000188701	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	53	9	UC_delange2017	0.000175748	0.0449939	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	57	9	CD8NC_onek1k_ENSG00000196655	0.0506928	1.506e-09	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	57	9	MS_imsgc2019	0.000345101	0.00603994	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	57	9	CD8NC_onek1k_ENSG00000196655	0.0482968	4.46874e-09	CD8NC
1723	ENSG00000196655	TRAPPC4	11	118789142	118996164	56	8	CD8NC_onek1k_ENSG00000196655	0.0494414	1.45171e-09	CD8NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	29	7	AD_schwartzentruber2021	1.46345e-06	0.357007	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	29	7	CD4NC_onek1k_ENSG00000198851	0.0547998	5.93963e-11	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	29	7	CD_delange2017	0.000152108	0.0700545	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	28	7	LBD_chia2021	0.000632862	0.133191	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	28	7	CD4NC_onek1k_ENSG00000198851	0.0548352	5.84045e-11	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	29	7	SCZ_pardinas2018	0.000130954	0.004152	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	29	7	MS_imsgc2019	0.000418153	0.000999451	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	29	7	FTD_ferrari2014	0.000234886	0.282585	CD4NC
1723	ENSG00000198851	CD3E	11	118075260	118286890	24	4	CD8ET_onek1k_ENSG00000198851	0.049051	7.79859e-11	CD8ET
1723	ENSG00000198851	CD3E	11	118075260	118286890	23	4	CD_delange2017	0.000426172	0.000370225	CD8ET
1723	ENSG00000198851	CD3E	11	118075260	118286890	23	4	CD8ET_onek1k_ENSG00000198851	0.0488915	8.43995e-11	CD8ET
1723	ENSG00000198851	CD3E	11	118075260	118286890	24	4	LBD_chia2021	0.000397772	0.156625	CD8ET
1723	ENSG00000198851	CD3E	11	118075260	118286890	24	4	SCZ_pardinas2018	1.23809e-05	0.25555	CD8ET
1723	ENSG00000198851	CD3E	11	118075260	118286890	23	4	UC_delange2017	0.000163892	0.0211217	CD8ET
1723	ENSG00000198851	CD3E	11	118075260	118286890	24	4	MS_imsgc2019	0.00035044	0.000990071	CD8ET
1723	ENSG00000198851	CD3E	11	118075260	118286890	24	4	FTD_ferrari2014	0.0011236	0.0216897	CD8ET
1724	ENSG00000256269	HMBS	11	118855576	119064259	70	13	CD4NC_onek1k_ENSG00000256269	0.0985166	3.14291e-18	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	66	12	CD4NC_onek1k_ENSG00000256269	0.100363	6.12349e-19	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	69	13	CD4NC_onek1k_ENSG00000256269	0.0986707	2.91476e-18	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	69	12	PD_nalls2019	0.000166494	8.17701e-13	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	69	12	CD4NC_onek1k_ENSG00000256269	0.0998684	7.8197e-19	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	70	13	SCZ_pardinas2018	2.07672e-05	0.296453	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	66	12	UC_delange2017	0.000364816	0.00396382	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	69	13	CD4NC_onek1k_ENSG00000256269	0.0985876	3.03563e-18	CD4NC
1724	ENSG00000256269	HMBS	11	118855576	119064259	69	12	MS_imsgc2019	0.000140561	0.118612	CD4NC
