gene_locus	gene_id	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
MBL2	ENSG00000165471	10	54425140	54631460	673	93	PD_nalls2019	pqtls_MBL2	-0.0074397	-0.07861	0.06442	5.53492e-05	0	0.00698	0.836954
SRGN	ENSG00000122862	10	70747862	70964567	520	83	PD_nalls2019	pqtls_SRGN	-0.214288	-0.37735	-0.05436	0.0459192	0.00313	0.14239	0.00971364
VPS26A	ENSG00000122958	10	70783268	71032617	633	109	PD_nalls2019	pqtls_VPS26A	0.0920953	-0.05028	0.23626	0.00848155	0	0.05582	0.20754
SAR1A	ENSG00000079332	10	71807045	72030279	612	107	PD_nalls2019	pqtls_SAR1A	0.0723962	-0.02523	0.17008	0.00524121	0	0.02893	0.149541
PCBD1	ENSG00000166228	10	72542037	72748541	732	129	PD_nalls2019	pqtls_PCBD1	0.225032	0.10428	0.34559	0.0506395	0.01087	0.11943	0.00031659
UNC5B	ENSG00000107731	10	72872327	73162621	804	170	PD_nalls2019	pqtls_UNC5B	-0.0439309	-0.12014	0.03151	0.00192993	0	0.01443	0.250577
C10orf54	ENSG00000107738	10	73407316	73633255	669	153	PD_nalls2019	pqtls_C10orf54	0.00985095	-0.08707	0.10578	9.70412e-05	0	0.01246	0.841811
PSAP	ENSG00000197746	10	73476055	73711126	685	130	PD_nalls2019	pqtls_PSAP	0.042669	-0.12362	0.20747	0.00182065	0	0.04384	0.613595
SPOCK2	ENSG00000107742	10	73718793	73948790	433	90	PD_nalls2019	pqtls_SPOCK2	-0.134585	-0.28821	0.02198	0.0181131	0	0.08306	0.0886729
PLA2G12B	ENSG00000138308	10	74594928	74814536	176	43	PD_nalls2019	pqtls_PLA2G12B	0.0845846	-0.17583	0.34572	0.00715455	0	0.12029	0.514482
ANXA7	ENSG00000138279	10	75034859	75273834	286	14	PD_nalls2019	pqtls_ANXA7	-0.567764	-1	-0.14816	0.322356	0.02326	1	0.0158367
PLAU	ENSG00000122861	10	75568935	75777255	272	59	PD_nalls2019	pqtls_PLAU	-0.0630913	-0.16551	0.03913	0.00398051	0	0.02739	0.226786
PLAU	ENSG00000122861	10	75568935	75777255	259	47	MS_imsgc2019	pqtls_PLAU	-0.143523	-0.43068	0.13726	0.0205988	0	0.18571	0.304171
ADK	ENSG00000156110	10	75810960	76569061	704	70	PD_nalls2019	pqtls_ADK	-0.0654836	-0.35753	0.23203	0.0042881	0	0.13361	0.641767
ADK	ENSG00000156110	10	75810960	76569061	595	26	ALS_vanrheenen2021	pqtls_ADK	0.343658	-0.09991	0.8244	0.118101	0	0.67964	0.128948
DUSP13	ENSG00000079393	10	76754192	76968979	400	73	PD_nalls2019	pqtls_DUSP13	0.108713	-0.14903	0.36308	0.0118185	0	0.13199	0.393721
PPIF	ENSG00000108179	10	81007225	81215093	597	145	CD_delange2017	pqtls_PPIF	-0.137325	-0.37209	0.096	0.018858	0	0.13845	0.245618
PPIF	ENSG00000108179	10	81007225	81215093	533	136	LBD_chia2021	pqtls_PPIF	0.357406	0.03604	0.70988	0.127739	0.00282	0.50392	0.0299063
PPIF	ENSG00000108179	10	81007225	81215093	605	147	PD_nalls2019	pqtls_PPIF	-0.0166158	-0.17996	0.14306	0.000276084	0	0.03659	0.840701
PPIF	ENSG00000108179	10	81007225	81215093	598	136	MS_imsgc2019	pqtls_PPIF	0.0390751	-0.26784	0.34856	0.00152686	0	0.13386	0.793653
SFTPD	ENSG00000133661	10	81597496	81842370	854	53	PD_nalls2019	pqtls_SFTPD	0.0117436	-0.1303	0.15703	0.000137912	0	0.02722	0.869943
ANXA11	ENSG00000122359	10	81810645	82065328	778	92	PD_nalls2019	pqtls_ANXA11	0.226632	0.12532	0.32775	0.0513621	0.01571	0.10742	1.65722e-05
MINPP1	ENSG00000107789	10	89164632	89413217	351	76	PD_nalls2019	pqtls_MINPP1	-0.122769	-0.2914	0.04964	0.0150723	0	0.08492	0.159837
LIPN	ENSG00000204020	10	90421163	90637999	587	81	PD_nalls2019	pqtls_LIPN	0.28102	0.08347	0.48445	0.0789724	0.00702	0.23469	0.00567249
FAS	ENSG00000026103	10	90650414	90875542	619	104	PD_nalls2019	pqtls_FAS	0.0230835	-0.08186	0.13351	0.000532847	0	0.0182	0.674505
FAS	ENSG00000026103	10	90650414	90875542	611	102	UC_delange2017	pqtls_FAS	-0.314262	-0.59053	-0.07641	0.0987608	0.00614	0.34873	0.0129543
FGFBP3	ENSG00000174721	10	93566346	93769240	365	50	PD_nalls2019	pqtls_FGFBP3	-0.115686	-0.34865	0.10787	0.0133833	0	0.12168	0.308027
RBP4	ENSG00000138207	10	95251444	95461501	607	114	PD_nalls2019	pqtls_RBP4	0.159487	-0.01113	0.33434	0.0254361	0	0.11178	0.0722508
PDLIM1	ENSG00000107438	10	96897329	97150781	670	105	PD_nalls2019	pqtls_PDLIM1	0.0262461	-0.13097	0.18393	0.000688858	0	0.03551	0.744629
ENTPD1	ENSG00000138185	10	97371536	97737023	882	68	PD_nalls2019	pqtls_ENTPD1	0.00211867	-0.22331	0.22757	4.48878e-06	0	0.06765	0.984973
CRTAC1	ENSG00000095713	10	99524757	99890585	635	149	PD_nalls2019	pqtls_CRTAC1	0.0610172	-0.04164	0.16428	0.00372309	0	0.02699	0.241744
ARL3	ENSG00000138175	10	104333488	104574164	452	66	PD_nalls2019	pqtls_ARL3	0.0669874	-0.03938	0.17129	0.00448732	0	0.02934	0.206556
ARL3	ENSG00000138175	10	104333488	104574164	451	58	SCZ_pardinas2018	pqtls_ARL3	0.373215	0.16028	0.59403	0.139289	0.02569	0.35287	0.000925298
NT5C2	ENSG00000076685	10	104745940	105053056	573	62	PD_nalls2019	pqtls_NT5C2	-0.162842	-0.40361	0.06964	0.0265176	0	0.1629	0.175611
NT5C2	ENSG00000076685	10	104745940	105053056	571	55	SCZ_pardinas2018	pqtls_NT5C2	0.314852	0.0693	0.55507	0.099132	0.00527	0.3081	0.0129563
GSTO1	ENSG00000148834	10	105895114	106127217	385	72	PD_nalls2019	pqtls_GSTO1	-0.170048	-0.38168	0.03467	0.0289164	0	0.14568	0.104733
XPNPEP1	ENSG00000108039	10	111524524	111783311	456	79	PD_nalls2019	pqtls_XPNPEP1	-0.0118867	-0.19514	0.17051	0.000141292	0	0.04453	0.897496
VWA2	ENSG00000165816	10	115899018	116151272	536	120	PD_nalls2019	pqtls_VWA2	0.0736184	-0.01539	0.16045	0.00541966	0	0.02575	0.100925
GFRA1	ENSG00000151892	10	117716444	118132979	895	153	PD_nalls2019	pqtls_GFRA1	-0.0716615	-0.16167	0.01858	0.00513537	0	0.02614	0.120745
PNLIPRP1	ENSG00000187021	10	118249897	118468687	588	90	PD_nalls2019	pqtls_PNLIPRP1	0.0389296	-0.08141	0.16099	0.00151551	0	0.02611	0.532842
PLEKHA1	ENSG00000107679	10	124034212	124291867	691	103	PD_nalls2019	pqtls_PLEKHA1	-0.120238	-0.30139	0.06363	0.0144572	0	0.09083	0.190438
HTRA1	ENSG00000166033	10	124121041	124374424	687	98	PD_nalls2019	pqtls_HTRA1	-0.0622106	-0.20158	0.07512	0.00387015	0	0.04063	0.364003
CHST15	ENSG00000182022	10	125667184	125953206	683	142	CD_delange2017	pqtls_CHST15	-0.0579514	-0.34853	0.232	0.00335837	0	0.1263	0.686939
CHST15	ENSG00000182022	10	125667184	125953206	697	144	PD_nalls2019	pqtls_CHST15	0.0495604	-0.08299	0.18173	0.00245623	0	0.03317	0.459905
UROS	ENSG00000188690	10	127377146	127611817	278	71	PD_nalls2019	pqtls_UROS	0.0619801	-0.1797	0.30715	0.00384154	0	0.09526	0.605837
GLRX3	ENSG00000108010	10	131834663	132082785	716	123	PD_nalls2019	pqtls_GLRX3	0.280521	0.06556	0.51251	0.0786919	0.00444	0.26266	0.01152
CDHR5	ENSG00000099834	11	516565	726078	674	130	PD_nalls2019	pqtls_CDHR5	0.355443	0.11043	0.60992	0.12634	0.01227	0.372	0.00534491
TALDO1	ENSG00000177156	11	647329	865024	491	120	PD_nalls2019	pqtls_TALDO1	-0.0479988	-0.30151	0.20745	0.00230388	0	0.09471	0.707716
AP2A2	ENSG00000183020	11	824894	1112239	700	128	PD_nalls2019	pqtls_AP2A2	0.111201	-0.12488	0.34929	0.0123656	0	0.12227	0.356475
TOLLIP	ENSG00000078902	11	1195601	1430884	737	101	PD_nalls2019	pqtls_TOLLIP	-0.106572	-0.3775	0.16214	0.0113576	0	0.1427	0.430048
TOLLIP	ENSG00000078902	11	1195601	1430884	706	75	MS_imsgc2019	pqtls_TOLLIP	0.103346	-0.28459	0.49448	0.0106803	0	0.25043	0.584345
NAP1L4	ENSG00000205531	11	2865667	3113607	667	133	PD_nalls2019	pqtls_NAP1L4	0.063039	-0.04437	0.16825	0.00397391	0	0.02831	0.255205
CARS	ENSG00000110619	11	2922152	3178843	780	135	CD_delange2017	pqtls_CARS	-0.353376	-0.80943	0.03684	0.124875	0	0.65518	0.0821738
CARS	ENSG00000110619	11	2922152	3178843	789	138	PD_nalls2019	pqtls_CARS	0.0699812	-0.18212	0.33174	0.00489737	0	0.11287	0.573759
STIM1	ENSG00000167323	11	3775757	4214439	996	130	PD_nalls2019	pqtls_STIM1	-0.0022526	-0.2324	0.23099	5.07421e-06	0	0.07398	0.984223
SMPD1	ENSG00000166311	11	6311655	6516228	408	148	PD_nalls2019	pqtls_SMPD1	-0.151855	-0.23358	-0.07053	0.0230601	0.00497	0.05456	0.000242158
TRIM3	ENSG00000110171	11	6369843	6595689	414	128	PD_nalls2019	pqtls_TRIM3	-0.0850676	-0.26128	0.08671	0.0072365	0	0.06827	0.334667
TPP1	ENSG00000166340	11	6534000	6740692	488	127	PD_nalls2019	pqtls_TPP1	0.129071	-0.01428	0.2728	0.0166594	0	0.07442	0.0815105
CYB5R2	ENSG00000166394	11	7586331	7798453	707	124	PD_nalls2019	pqtls_CYB5R2	0.082579	-0.00252	0.16679	0.00681929	0	0.02782	0.0565254
SWAP70	ENSG00000133789	11	9585624	9874538	628	110	PD_nalls2019	pqtls_SWAP70	-0.134086	-0.22997	-0.037	0.017979	0.00138	0.05289	0.00725775
LYVE1	ENSG00000133800	11	10478513	10733236	706	129	PD_nalls2019	pqtls_LYVE1	0.100156	-0.00857	0.21133	0.0100311	0	0.04466	0.0776942
MRVI1	ENSG00000072952	11	10494638	10815535	836	158	PD_nalls2019	pqtls_MRVI1	0.010184	-0.10755	0.12804	0.000103713	0	0.01867	0.864222
DKK3	ENSG00000050165	11	11884653	12131316	664	151	PD_nalls2019	pqtls_DKK3	-0.0521257	-0.1187	0.01408	0.00271709	0	0.01409	0.125332
CALCB	ENSG00000175868	11	14826543	15203888	577	125	PD_nalls2019	pqtls_CALCB	-0.039726	-0.15578	0.07646	0.00157815	0	0.02447	0.504511
PLEKHA7	ENSG00000166689	11	16699842	17135990	935	142	PD_nalls2019	pqtls_PLEKHA7	0.0734256	-0.06527	0.21259	0.00539131	0	0.04525	0.299081
SAA4	ENSG00000148965	11	18152896	18358440	555	87	PD_nalls2019	pqtls_SAA4	-0.105939	-0.23715	0.02545	0.0112231	0	0.05624	0.110511
SAA4	ENSG00000148965	11	18152896	18358440	573	87	UC_delange2017	pqtls_SAA4	0.170353	-0.06648	0.42583	0.02902	0	0.18133	0.157708
SAA2	ENSG00000134339	11	18160770	18370190	560	84	PD_nalls2019	pqtls_SAA2	-0.0479795	-0.19514	0.09624	0.00230204	0	0.03837	0.523571
SAA2	ENSG00000134339	11	18160770	18370190	576	83	UC_delange2017	pqtls_SAA2	-0.129345	-0.42441	0.14607	0.0167301	0	0.18037	0.348037
SAA1	ENSG00000173432	11	18187721	18391524	512	78	PD_nalls2019	pqtls_SAA1	-0.0165436	-0.16449	0.13368	0.000273689	0	0.02989	0.83031
SAA1	ENSG00000173432	11	18187721	18391524	503	76	UC_delange2017	pqtls_SAA1	-0.0538697	-0.312	0.20608	0.00290194	0	0.10124	0.674737
TSG101	ENSG00000074319	11	18389883	18648779	644	85	PD_nalls2019	pqtls_TSG101	0.113066	-0.06677	0.29267	0.012784	0	0.08566	0.214036
HTATIP2	ENSG00000109854	11	20285231	20505329	584	101	PD_nalls2019	pqtls_HTATIP2	-0.0118622	-0.14166	0.11918	0.000140712	0	0.02285	0.855028
NELL1	ENSG00000165973	11	20591117	21697227	1728	255	PD_nalls2019	pqtls_NELL1	-0.0823012	-0.14549	-0.01748	0.00677349	0.00033	0.02117	0.0116723
NELL1	ENSG00000165973	11	20591117	21697227	1750	256	UC_delange2017	pqtls_NELL1	0.103173	-0.1126	0.32136	0.0106447	0	0.10338	0.331082
LGR4	ENSG00000205213	11	27287508	27594322	492	79	PD_nalls2019	pqtls_LGR4	-0.0893208	-0.24605	0.06309	0.00797821	0	0.06054	0.260297
BDNF	ENSG00000176697	11	27576440	27843605	393	90	PD_nalls2019	pqtls_BDNF	0.0161457	-0.19	0.22206	0.000260683	0	0.05705	0.877258
KIAA1549L	ENSG00000110427	11	33463618	33795648	698	126	PD_nalls2019	pqtls_KIAA1549L	0.0253073	-0.0743	0.12661	0.000640458	0	0.01627	0.624308
CD59	ENSG00000085063	11	33619807	33857991	621	104	PD_nalls2019	pqtls_CD59	0.0826253	-0.01282	0.17751	0.00682694	0	0.03151	0.0880049
PDHX	ENSG00000110435	11	34837376	35142138	993	95	PD_nalls2019	pqtls_PDHX	-0.0328101	-0.14268	0.0803	0.0010765	0	0.02073	0.557461
FJX1	ENSG00000179431	11	35539735	35742419	387	88	PD_nalls2019	pqtls_FJX1	-0.0113117	-0.25005	0.22139	0.000127955	0	0.07309	0.922644
LRRC4C	ENSG00000148948	11	40035753	41581323	1673	218	PD_nalls2019	pqtls_LRRC4C	-0.037411	-0.13951	0.06446	0.00139959	0	0.01967	0.473391
ALKBH3	ENSG00000166199	11	43802361	44041816	713	120	PD_nalls2019	pqtls_ALKBH3	-0.0765664	-0.20018	0.05	0.00586241	0	0.04007	0.234631
CHST1	ENSG00000175264	11	45570427	45787172	531	84	PD_nalls2019	pqtls_CHST1	-0.0630677	-0.34498	0.20764	0.00397754	0	0.12154	0.645142
MDK	ENSG00000110492	11	46302306	46505375	204	67	PD_nalls2019	pqtls_MDK	-0.323009	-0.58254	-0.07255	0.104335	0.00562	0.33936	0.0140296
MDK	ENSG00000110492	11	46302306	46505375	185	56	SCZ_pardinas2018	pqtls_MDK	-0.684001	-1	-0.34987	0.467858	0.12241	1	0.000454106
ARHGAP1	ENSG00000175220	11	46598630	46822165	193	36	SCZ_pardinas2018	pqtls_ARHGAP1	-0.174391	-0.63552	0.27343	0.0304122	0	0.40594	0.426104
F2	ENSG00000180210	11	46640730	46861056	244	53	PD_nalls2019	pqtls_F2	-0.0464028	-0.35025	0.25084	0.00215322	0	0.13076	0.754108
LRP4	ENSG00000134569	11	46778419	47040193	272	59	PD_nalls2019	pqtls_LRP4	-0.00262558	-0.13598	0.13007	6.89365e-06	0	0.02251	0.969297
LRP4	ENSG00000134569	11	46778419	47040193	251	45	SCZ_pardinas2018	pqtls_LRP4	-0.108649	-0.38715	0.15831	0.0118047	0	0.15059	0.417392
PTPRJ	ENSG00000149177	11	47902113	48289670	672	59	PD_nalls2019	pqtls_PTPRJ	0.0902583	-0.131	0.30781	0.00814655	0	0.09488	0.412616
FOLH1	ENSG00000086205	11	49068187	49330222	706	22	PD_nalls2019	pqtls_FOLH1	-0.0726404	-0.34993	0.20395	0.00527663	0	0.12416	0.599996
SERPING1	ENSG00000149131	11	57264860	57482326	348	78	PD_nalls2019	pqtls_SERPING1	0.0644049	-0.08321	0.21222	0.00414799	0	0.04516	0.389338
SERPING1	ENSG00000149131	11	57264860	57482326	344	70	SCZ_pardinas2018	pqtls_SERPING1	-0.823896	-1	-0.65783	0.678805	0.43275	1	2.72757e-13
GIF	ENSG00000134812	11	59496741	59712974	310	66	PD_nalls2019	pqtls_GIF	0.162173	-0.17936	0.50909	0.0263	0	0.25927	0.335956
TCN1	ENSG00000134827	11	59520273	59734048	266	68	PD_nalls2019	pqtls_TCN1	-0.0595271	-0.22924	0.10782	0.00354348	0	0.05315	0.484815
TMEM132A	ENSG00000006118	11	60591935	60804631	536	93	PD_nalls2019	pqtls_TMEM132A	0.167746	0.05759	0.27809	0.0281389	0.00332	0.07733	0.0036445
TMEM132A	ENSG00000006118	11	60591935	60804631	528	85	MS_imsgc2019	pqtls_TMEM132A	-0.0959906	-0.28122	0.08161	0.00921419	0	0.07919	0.293084
ASRGL1	ENSG00000162174	11	62004920	62260882	610	115	PD_nalls2019	pqtls_ASRGL1	-0.153069	-0.39388	0.07393	0.0234301	0	0.15514	0.179773
B3GAT3	ENSG00000149541	11	62282768	62489647	194	63	PD_nalls2019	pqtls_B3GAT3	0.0454686	-0.065	0.1522	0.00206739	0	0.02327	0.419281
FERMT3	ENSG00000149781	11	63874150	64091354	358	61	PD_nalls2019	pqtls_FERMT3	-0.13877	-0.4065	0.11884	0.0192571	0	0.1656	0.289691
FKBP2	ENSG00000173486	11	63908475	64111604	307	60	PD_nalls2019	pqtls_FKBP2	0.0946832	-0.204	0.40235	0.0089649	0	0.16462	0.518847
C11orf68	ENSG00000175573	11	65584279	65786588	373	65	PD_nalls2019	pqtls_C11orf68	0.101032	-0.13715	0.34742	0.0102075	0	0.12093	0.412148
C11orf68	ENSG00000175573	11	65584279	65786588	345	42	MS_imsgc2019	pqtls_C11orf68	0.29115	-0.00429	0.58919	0.0847682	0	0.34714	0.0524145
EIF1AD	ENSG00000175376	11	65664016	65869647	367	61	PD_nalls2019	pqtls_EIF1AD	-0.210033	-0.44264	0.02439	0.0441139	0	0.19593	0.0811209
EIF1AD	ENSG00000175376	11	65664016	65869647	337	38	MS_imsgc2019	pqtls_EIF1AD	-0.287689	-0.61724	0.03604	0.0827652	0	0.38098	0.0802552
CST6	ENSG00000175315	11	65679312	65880976	358	61	PD_nalls2019	pqtls_CST6	-0.00230092	-0.22626	0.21895	5.29425e-06	0	0.06357	0.983664
CST6	ENSG00000175315	11	65679312	65880976	331	38	MS_imsgc2019	pqtls_CST6	-0.225659	-0.54746	0.08432	0.0509218	0	0.29971	0.152173
CD248	ENSG00000174807	11	65981958	66184515	265	58	CD_delange2017	pqtls_CD248	0.366676	-0.00091	0.75806	0.134451	0	0.57466	0.053187
CD248	ENSG00000174807	11	65981958	66184515	274	60	PD_nalls2019	pqtls_CD248	-0.235118	-0.54379	0.07201	0.0552806	0	0.29571	0.129548
GSTP1	ENSG00000084207	11	67251066	67454131	379	62	PD_nalls2019	pqtls_GSTP1	0.00512819	-0.12035	0.12649	2.62983e-05	0	0.01986	0.934387
IL18BP	ENSG00000137496	11	71609587	71816761	330	36	PD_nalls2019	pqtls_IL18BP	0.0197754	-0.38445	0.42727	0.000391067	0	0.21791	0.919359
FOLR3	ENSG00000110203	11	71725915	71950936	426	67	PD_nalls2019	pqtls_FOLR3	0.0448924	-0.0374	0.12721	0.00201533	0	0.01618	0.292512
FOLR2	ENSG00000165457	11	71827645	72032994	413	72	PD_nalls2019	pqtls_FOLR2	-0.162923	-0.39677	0.06863	0.026544	0	0.15743	0.165078
RELT	ENSG00000054967	11	72987309	73208519	334	68	PD_nalls2019	pqtls_RELT	-0.111617	-0.39972	0.1561	0.0124584	0	0.16056	0.416631
PPME1	ENSG00000214517	11	73782144	74065748	550	60	PD_nalls2019	pqtls_PPME1	-0.135432	-0.49343	0.20914	0.0183419	0	0.24348	0.429872
ARRB1	ENSG00000137486	11	74875226	75162873	516	137	PD_nalls2019	pqtls_ARRB1	-0.153915	-0.24064	-0.06636	0.0236897	0.0044	0.05791	0.000722704
SERPINH1	ENSG00000149257	11	75173101	75383828	447	93	PD_nalls2019	pqtls_SERPINH1	0.183582	-0.04504	0.40282	0.0337023	0	0.16226	0.103079
LRRC32	ENSG00000137507	11	76268568	76481791	693	140	CD_delange2017	pqtls_LRRC32	0.109998	-0.12002	0.33704	0.0120996	0	0.11383	0.340693
LRRC32	ENSG00000137507	11	76268568	76481791	682	137	PD_nalls2019	pqtls_LRRC32	0.0810977	-0.09259	0.25562	0.00657683	0	0.06542	0.352256
LRRC32	ENSG00000137507	11	76268568	76481791	692	139	UC_delange2017	pqtls_LRRC32	0.216345	-0.1039	0.55075	0.0468052	0	0.30332	0.17079
CNTN5	ENSG00000149972	11	98791683	100329616	2005	197	PD_nalls2019	pqtls_CNTN5	-0.00370384	-0.07612	0.06823	1.37184e-05	0	0.00691	0.919703
MMP10	ENSG00000166670	11	102541234	102751359	642	104	PD_nalls2019	pqtls_MMP10	-0.210519	-0.33576	-0.08511	0.0443184	0.00724	0.11273	0.00105916
MMP1	ENSG00000196611	11	102560651	102768891	613	112	PD_nalls2019	pqtls_MMP1	0.2573	0.13828	0.37576	0.0662031	0.01912	0.14119	3.70367e-05
MMP13	ENSG00000137745	11	102713724	102926463	447	104	PD_nalls2019	pqtls_MMP13	-0.0398004	-0.24794	0.17168	0.00158408	0	0.06431	0.701714
PDGFD	ENSG00000170962	11	103677914	104135107	1130	138	PD_nalls2019	pqtls_PDGFD	0.0437861	-0.02791	0.11468	0.00191723	0	0.01315	0.226505
KDELC2	ENSG00000178202	11	108242832	108469159	342	59	PD_nalls2019	pqtls_KDELC2	-0.0113028	-0.12809	0.10793	0.000127754	0	0.01848	0.846186
RDX	ENSG00000137710	11	109945605	110267447	604	106	PD_nalls2019	pqtls_RDX	-0.110286	-0.33359	0.10432	0.0121629	0	0.11142	0.306608
LAYN	ENSG00000204381	11	111311005	111532264	339	65	PD_nalls2019	pqtls_LAYN	0.0206718	-0.17162	0.20983	0.000427325	0	0.04854	0.83004
NCAM1	ENSG00000149294	11	112731997	113249158	1045	180	LBD_chia2021	pqtls_NCAM1	-0.354441	-0.5887	-0.14897	0.125628	0.02219	0.34657	0.00104771
NCAM1	ENSG00000149294	11	112731997	113249158	1168	183	PD_nalls2019	pqtls_NCAM1	-0.000208701	-0.06491	0.06426	4.3556e-08	0	0.00549	0.994942
NCAM1	ENSG00000149294	11	112731997	113249158	1149	167	SCZ_pardinas2018	pqtls_NCAM1	-0.182667	-0.39091	0.01709	0.0333673	0	0.15281	0.0760274
REXO2	ENSG00000076043	11	114210108	114421001	431	63	PD_nalls2019	pqtls_REXO2	-0.148085	-0.34098	0.04885	0.021929	0	0.11627	0.135136
REXO2	ENSG00000076043	11	114210108	114421001	439	63	UC_delange2017	pqtls_REXO2	0.164171	-0.1268	0.46309	0.0269521	0	0.21492	0.263776
CADM1	ENSG00000182985	11	114939938	115475675	928	178	PD_nalls2019	pqtls_CADM1	-0.0650825	-0.17295	0.04535	0.00423574	0	0.02991	0.249463
CADM1	ENSG00000182985	11	114939938	115475675	918	179	UC_delange2017	pqtls_CADM1	0.238844	-0.02349	0.51626	0.0570465	0	0.26652	0.069906
CADM1	ENSG00000182985	11	114939938	115475675	890	157	MS_imsgc2019	pqtls_CADM1	-0.36886	-0.58831	-0.15895	0.136058	0.02527	0.34611	0.000733021
APOA5	ENSG00000110243	11	116560083	116763136	570	90	PD_nalls2019	pqtls_APOA5	-0.00501893	-0.17013	0.15754	2.51897e-05	0	0.03536	0.950269
APOA5	ENSG00000110243	11	116560083	116763136	560	80	MS_imsgc2019	pqtls_APOA5	-0.0229214	-0.28222	0.22576	0.00052539	0	0.08899	0.851884
APOA4	ENSG00000110244	11	116591419	116794022	524	79	PD_nalls2019	pqtls_APOA4	0.0924266	-0.10281	0.28602	0.00854267	0	0.08181	0.341377
APOC3	ENSG00000110245	11	116600422	116803788	514	80	PD_nalls2019	pqtls_APOC3	0.277012	-0.01945	0.58136	0.0767359	0	0.33798	0.0657693
PCSK7	ENSG00000160613	11	116975053	117203241	512	91	PD_nalls2019	pqtls_PCSK7	0.0273908	-0.05157	0.10787	0.000750253	0	0.01174	0.49877
HMBS	ENSG00000256269	11	118855576	119064259	368	78	PD_nalls2019	pqtls_HMBS	-0.0449955	-0.23578	0.14377	0.0020246	0	0.05748	0.639478
C1QTNF5	ENSG00000223953	11	119109652	119317383	283	78	PD_nalls2019	pqtls_C1QTNF5	0.241353	0.09588	0.39135	0.0582512	0.00919	0.15316	0.00173361
OAF	ENSG00000184232	11	119981475	120201041	468	113	PD_nalls2019	pqtls_OAF	-0.120145	-0.22682	-0.01053	0.0144347	0.00029	0.05145	0.0302758
OAF	ENSG00000184232	11	119981475	120201041	450	110	UC_delange2017	pqtls_OAF	0.404987	0.17863	0.67216	0.164014	0.03191	0.4518	0.000963087
UBASH3B	ENSG00000154127	11	122426383	122785181	908	193	CD_delange2017	pqtls_UBASH3B	-0.121594	-0.38642	0.11862	0.0147852	0	0.1495	0.323407
UBASH3B	ENSG00000154127	11	122426383	122785181	925	198	PD_nalls2019	pqtls_UBASH3B	-0.11756	-0.20868	-0.0221	0.0138203	0.00061	0.04355	0.0148654
UBASH3B	ENSG00000154127	11	122426383	122785181	915	183	SCZ_pardinas2018	pqtls_UBASH3B	-0.0916682	-0.31902	0.12733	0.00840305	0	0.10229	0.419278
CRTAM	ENSG00000109943	11	122609208	122843347	586	137	CD_delange2017	pqtls_CRTAM	0.03748	-0.18803	0.26358	0.00140475	0	0.07319	0.737841
CRTAM	ENSG00000109943	11	122609208	122843347	592	139	PD_nalls2019	pqtls_CRTAM	-0.00327385	-0.10758	0.09961	1.07181e-05	0	0.01397	0.950022
CLMP	ENSG00000166250	11	122843035	123165989	945	159	PD_nalls2019	pqtls_CLMP	0.0731138	-0.00454	0.15091	0.00534562	0	0.02277	0.0679637
ESAM	ENSG00000149564	11	124522026	124732186	401	112	CD_delange2017	pqtls_ESAM	0.131364	-0.11481	0.38721	0.0172566	0	0.15009	0.285602
ESAM	ENSG00000149564	11	124522026	124732186	406	114	PD_nalls2019	pqtls_ESAM	0.194921	0.07641	0.3123	0.0379941	0.00584	0.09753	0.00139473
ESAM	ENSG00000149564	11	124522026	124732186	385	101	SCZ_pardinas2018	pqtls_ESAM	0.603635	0.43201	0.78617	0.364376	0.18663	0.61806	1.45073e-09
PATE4	ENSG00000237353	11	125603211	125809964	571	59	PD_nalls2019	pqtls_PATE4	0.0256058	-0.16763	0.2172	0.000655658	0	0.05175	0.791419
CDON	ENSG00000064309	11	125725691	126033230	868	171	LBD_chia2021	pqtls_CDON	-0.201561	-0.42364	0.00519	0.0406267	0	0.17947	0.0621157
CDON	ENSG00000064309	11	125725691	126033230	879	176	PD_nalls2019	pqtls_CDON	0.0396934	-0.07297	0.14818	0.00157557	0	0.02208	0.474939
CDON	ENSG00000064309	11	125725691	126033230	891	170	SCZ_pardinas2018	pqtls_CDON	0.406134	0.20212	0.64342	0.164945	0.04085	0.41398	0.000131261
TIRAP	ENSG00000150455	11	126052960	126268740	495	77	PD_nalls2019	pqtls_TIRAP	-0.0568847	-0.19181	0.08003	0.00323587	0	0.0368	0.410939
APLP2	ENSG00000084234	11	129839732	130114699	660	129	PD_nalls2019	pqtls_APLP2	0.107766	-0.0428	0.25544	0.0116135	0	0.06525	0.145642
NTM	ENSG00000182667	11	131140373	132306716	1341	258	LBD_chia2021	pqtls_NTM	0.0383245	-0.15265	0.23229	0.00146876	0	0.05672	0.684116
NTM	ENSG00000182667	11	131140373	132306716	1423	274	PD_nalls2019	pqtls_NTM	-0.00915549	-0.06176	0.04431	8.38231e-05	0	0.00401	0.729359
NTM	ENSG00000182667	11	131140373	132306716	1397	256	SCZ_pardinas2018	pqtls_NTM	0.131438	-0.01954	0.28488	0.0172759	0	0.08115	0.0879486
NTM	ENSG00000182667	11	131140373	132306716	1421	272	UC_delange2017	pqtls_NTM	0.223623	0.0288	0.43165	0.050007	0.00128	0.18632	0.0200945
